character,question,year,is_test
Oscar Wilde,What is the 1st year of the 15th president of the United States?,1857,True
Oscar Wilde,What is the 2nd year of the 15th president of the United States?,1858,True
Oscar Wilde,What is the 3rd year of the 15th president of the United States?,1859,True
Oscar Wilde,What is the 4th year of the 15th president of the United States?,1860,True
Oscar Wilde,What is the 5th year of the 15th president of the United States?,1861,True
Oscar Wilde,What is the 1st year of the 16th president of the United States?,1861,True
Oscar Wilde,What is the 2nd year of the 16th president of the United States?,1862,True
Oscar Wilde,What is the 3rd year of the 16th president of the United States?,1863,True
Oscar Wilde,What is the 4th year of the 16th president of the United States?,1864,True
Oscar Wilde,What is the 5th year of the 16th president of the United States?,1865,True
Oscar Wilde,What is the 1st year of the 17th president of the United States?,1865,True
Oscar Wilde,What is the 2nd year of the 17th president of the United States?,1866,True
Oscar Wilde,What is the 3rd year of the 17th president of the United States?,1867,True
Oscar Wilde,What is the 4th year of the 17th president of the United States?,1868,True
Oscar Wilde,What is the 5th year of the 17th president of the United States?,1869,True
Oscar Wilde,What is the 1st year of the 18th president of the United States?,1869,True
Oscar Wilde,What is the 2nd year of the 18th president of the United States?,1870,True
Oscar Wilde,What is the 3rd year of the 18th president of the United States?,1871,True
Oscar Wilde,What is the 4th year of the 18th president of the United States?,1872,True
Oscar Wilde,What is the 5th year of the 18th president of the United States?,1873,True
Oscar Wilde,What is the 6th year of the 18th president of the United States?,1874,True
Oscar Wilde,What is the 7th year of the 18th president of the United States?,1875,True
Oscar Wilde,What is the 8th year of the 18th president of the United States?,1876,True
Oscar Wilde,What is the 9th year of the 18th president of the United States?,1877,True
Oscar Wilde,What is the 1st year of the 19th president of the United States?,1877,True
Oscar Wilde,What is the 2nd year of the 19th president of the United States?,1878,True
Oscar Wilde,What is the 3rd year of the 19th president of the United States?,1879,True
Oscar Wilde,What is the 4th year of the 19th president of the United States?,1880,True
Oscar Wilde,What is the 5th year of the 19th president of the United States?,1881,True
Oscar Wilde,What is the 1st year of the 20th president of the United States?,1881,True
Oscar Wilde,What is the 1st year of the 21th president of the United States?,1881,True
Oscar Wilde,What is the 2nd year of the 21th president of the United States?,1882,True
Oscar Wilde,What is the 3rd year of the 21th president of the United States?,1883,True
Oscar Wilde,What is the 4th year of the 21th president of the United States?,1884,True
Oscar Wilde,What is the 5th year of the 21th president of the United States?,1885,True
Oscar Wilde,What is the 1st year of the 22th president of the United States?,1885,True
Oscar Wilde,What is the 2nd year of the 22th president of the United States?,1886,True
Oscar Wilde,What is the 3rd year of the 22th president of the United States?,1887,True
Oscar Wilde,What is the 4th year of the 22th president of the United States?,1888,True
Oscar Wilde,What is the 5th year of the 22th president of the United States?,1889,True
Oscar Wilde,What is the 1st year of the 23th president of the United States?,1889,True
Oscar Wilde,What is the 2nd year of the 23th president of the United States?,1890,True
Oscar Wilde,What is the 3rd year of the 23th president of the United States?,1891,True
Oscar Wilde,What is the 4th year of the 23th president of the United States?,1892,True
Oscar Wilde,What is the 5th year of the 23th president of the United States?,1893,True
Oscar Wilde,What is the 1st year of the 24th president of the United States?,1893,True
Oscar Wilde,What is the 2nd year of the 24th president of the United States?,1894,True
Oscar Wilde,What is the 3rd year of the 24th president of the United States?,1895,True
Oscar Wilde,What is the 4th year of the 24th president of the United States?,1896,True
Oscar Wilde,What is the 5th year of the 24th president of the United States?,1897,True
Oscar Wilde,What is the 1st year of the 25th president of the United States?,1897,True
Oscar Wilde,What is the 2nd year of the 25th president of the United States?,1898,True
Oscar Wilde,What is the 3rd year of the 25th president of the United States?,1899,True
Oscar Wilde,What is the 4th year of the 25th president of the United States?,1900,True
Oscar Wilde,What is the 5th year of the 25th president of the United States?,1901,True
Oscar Wilde,What is the 1st year of the 26th president of the United States?,1901,True
Oscar Wilde,What is the 2nd year of the 26th president of the United States?,1902,True
Oscar Wilde,What is the 3rd year of the 26th president of the United States?,1903,True
Oscar Wilde,What is the 4th year of the 26th president of the United States?,1904,True
Oscar Wilde,What is the 5th year of the 26th president of the United States?,1905,True
Oscar Wilde,What is the 6th year of the 26th president of the United States?,1906,True
Oscar Wilde,What is the 7th year of the 26th president of the United States?,1907,True
Oscar Wilde,What is the 8th year of the 26th president of the United States?,1908,True
Oscar Wilde,What is the 9th year of the 26th president of the United States?,1909,True
Oscar Wilde,What is the 1st year of the 27th president of the United States?,1909,True
Oscar Wilde,What is the 2nd year of the 27th president of the United States?,1910,True
Oscar Wilde,What is the 3rd year of the 27th president of the United States?,1911,True
Oscar Wilde,What is the 4th year of the 27th president of the United States?,1912,True
Oscar Wilde,What is the 5th year of the 27th president of the United States?,1913,True
Oscar Wilde,What is the 1st year of the 28th president of the United States?,1913,True
Oscar Wilde,What is the 2nd year of the 28th president of the United States?,1914,True
Oscar Wilde,What is the 3rd year of the 28th president of the United States?,1915,True
Oscar Wilde,What is the 4th year of the 28th president of the United States?,1916,True
Oscar Wilde,What is the 5th year of the 28th president of the United States?,1917,True
Oscar Wilde,What is the 6th year of the 28th president of the United States?,1918,True
Oscar Wilde,What is the 7th year of the 28th president of the United States?,1919,True
Oscar Wilde,What is the 8th year of the 28th president of the United States?,1920,True
Oscar Wilde,What is the 9th year of the 28th president of the United States?,1921,True
Oscar Wilde,What is the 1st year of the 29th president of the United States?,1921,True
Oscar Wilde,What is the 2nd year of the 29th president of the United States?,1922,True
Oscar Wilde,What is the 3rd year of the 29th president of the United States?,1923,True
Oscar Wilde,What is the 1st year of the 30th president of the United States?,1923,True
Oscar Wilde,What is the 2nd year of the 30th president of the United States?,1924,True
Oscar Wilde,What is the 3rd year of the 30th president of the United States?,1925,True
Oscar Wilde,What is the 4th year of the 30th president of the United States?,1926,True
Oscar Wilde,What is the 5th year of the 30th president of the United States?,1927,True
Oscar Wilde,What is the 6th year of the 30th president of the United States?,1928,True
Oscar Wilde,What is the 7th year of the 30th president of the United States?,1929,True
Oscar Wilde,What is the 1st year of the 31th president of the United States?,1929,True
Oscar Wilde,What is the 2nd year of the 31th president of the United States?,1930,True
Oscar Wilde,What is the 3rd year of the 31th president of the United States?,1931,True
Oscar Wilde,What is the 4th year of the 31th president of the United States?,1932,True
Oscar Wilde,What is the 5th year of the 31th president of the United States?,1933,True
Oscar Wilde,What is the 1st year of the 32th president of the United States?,1933,True
Oscar Wilde,What is the 2nd year of the 32th president of the United States?,1934,True
Oscar Wilde,What is the 3rd year of the 32th president of the United States?,1935,True
Oscar Wilde,What is the 4th year of the 32th president of the United States?,1936,True
Oscar Wilde,What is the 5th year of the 32th president of the United States?,1937,True
Oscar Wilde,What is the 6th year of the 32th president of the United States?,1938,True
Oscar Wilde,What is the 7th year of the 32th president of the United States?,1939,True
Oscar Wilde,What is the 8th year of the 32th president of the United States?,1940,True
Oscar Wilde,What is the 9th year of the 32th president of the United States?,1941,True
Oscar Wilde,What is the 10th year of the 32th president of the United States?,1942,True
Oscar Wilde,What is the 11th year of the 32th president of the United States?,1943,True
Oscar Wilde,What is the 12th year of the 32th president of the United States?,1944,True
Oscar Wilde,What is the 13th year of the 32th president of the United States?,1945,True
Oscar Wilde,What is the 1st year of the 33th president of the United States?,1945,True
Oscar Wilde,What is the 2nd year of the 33th president of the United States?,1946,True
Oscar Wilde,What is the 3rd year of the 33th president of the United States?,1947,True
Oscar Wilde,What is the 4th year of the 33th president of the United States?,1948,True
Oscar Wilde,What is the 5th year of the 33th president of the United States?,1949,True
Oscar Wilde,What is the 6th year of the 33th president of the United States?,1950,True
Oscar Wilde,What is the 7th year of the 33th president of the United States?,1951,True
Oscar Wilde,What is the 8th year of the 33th president of the United States?,1952,True
Oscar Wilde,What is the 9th year of the 33th president of the United States?,1953,True
Oscar Wilde,What is the 1st year of the 34th president of the United States?,1953,True
Oscar Wilde,What is the 2nd year of the 34th president of the United States?,1954,True
Oscar Wilde,What is the 3rd year of the 34th president of the United States?,1955,True
Oscar Wilde,What is the 4th year of the 34th president of the United States?,1956,True
Oscar Wilde,What is the 5th year of the 34th president of the United States?,1957,True
Oscar Wilde,What is the 6th year of the 34th president of the United States?,1958,True
Oscar Wilde,What is the 7th year of the 34th president of the United States?,1959,True
Oscar Wilde,What is the 8th year of the 34th president of the United States?,1960,True
Oscar Wilde,What is the 9th year of the 34th president of the United States?,1961,True
Oscar Wilde,What is the 1st year of the 35th president of the United States?,1961,True
Oscar Wilde,What is the 2nd year of the 35th president of the United States?,1962,True
Oscar Wilde,What is the 3rd year of the 35th president of the United States?,1963,True
Oscar Wilde,What is the 1st year of the 36th president of the United States?,1963,True
Oscar Wilde,What is the 2nd year of the 36th president of the United States?,1964,True
Oscar Wilde,What is the 3rd year of the 36th president of the United States?,1965,True
Oscar Wilde,What is the 4th year of the 36th president of the United States?,1966,True
Oscar Wilde,What is the 5th year of the 36th president of the United States?,1967,True
Oscar Wilde,What is the 6th year of the 36th president of the United States?,1968,True
Oscar Wilde,What is the 7th year of the 36th president of the United States?,1969,True
Oscar Wilde,What is the 1st year of the 37th president of the United States?,1969,True
Oscar Wilde,What is the 2nd year of the 37th president of the United States?,1970,True
Oscar Wilde,What is the 3rd year of the 37th president of the United States?,1971,True
Oscar Wilde,What is the 4th year of the 37th president of the United States?,1972,True
Oscar Wilde,What is the 5th year of the 37th president of the United States?,1973,True
Oscar Wilde,What is the 6th year of the 37th president of the United States?,1974,True
Oscar Wilde,What is the 1st year of the 38th president of the United States?,1974,True
Oscar Wilde,What is the 2nd year of the 38th president of the United States?,1975,True
Oscar Wilde,What is the 3rd year of the 38th president of the United States?,1976,True
Oscar Wilde,What is the 4th year of the 38th president of the United States?,1977,True
Oscar Wilde,What is the 1st year of the 39th president of the United States?,1977,True
Oscar Wilde,What is the 2nd year of the 39th president of the United States?,1978,True
Oscar Wilde,What is the 3rd year of the 39th president of the United States?,1979,True
Oscar Wilde,What is the 4th year of the 39th president of the United States?,1980,True
Oscar Wilde,What is the 5th year of the 39th president of the United States?,1981,True
Oscar Wilde,What is the 1st year of the 40th president of the United States?,1981,True
Oscar Wilde,What is the 2nd year of the 40th president of the United States?,1982,True
Oscar Wilde,What is the 3rd year of the 40th president of the United States?,1983,True
Oscar Wilde,What is the 4th year of the 40th president of the United States?,1984,True
Oscar Wilde,What is the 5th year of the 40th president of the United States?,1985,True
Oscar Wilde,What is the 6th year of the 40th president of the United States?,1986,True
Oscar Wilde,What is the 7th year of the 40th president of the United States?,1987,True
Oscar Wilde,What is the 8th year of the 40th president of the United States?,1988,True
Oscar Wilde,What is the 9th year of the 40th president of the United States?,1989,True
Oscar Wilde,What is the 1st year of the 41th president of the United States?,1989,True
Oscar Wilde,What is the 2nd year of the 41th president of the United States?,1990,True
Oscar Wilde,What is the 3rd year of the 41th president of the United States?,1991,True
Oscar Wilde,What is the 4th year of the 41th president of the United States?,1992,True
Oscar Wilde,What is the 5th year of the 41th president of the United States?,1993,True
Oscar Wilde,What is the 1st year of the 42th president of the United States?,1993,True
Oscar Wilde,What is the 2nd year of the 42th president of the United States?,1994,True
Oscar Wilde,What is the 3rd year of the 42th president of the United States?,1995,True
Oscar Wilde,What is the 4th year of the 42th president of the United States?,1996,True
Oscar Wilde,What is the 5th year of the 42th president of the United States?,1997,True
Oscar Wilde,What is the 6th year of the 42th president of the United States?,1998,True
Oscar Wilde,What is the 7th year of the 42th president of the United States?,1999,True
Oscar Wilde,What is the 8th year of the 42th president of the United States?,2000,True
Oscar Wilde,What is the 9th year of the 42th president of the United States?,2001,True
Oscar Wilde,What is the 1st year of the 43th president of the United States?,2001,True
Oscar Wilde,What is the 2nd year of the 43th president of the United States?,2002,True
Oscar Wilde,What is the 3rd year of the 43th president of the United States?,2003,True
Oscar Wilde,What is the 4th year of the 43th president of the United States?,2004,True
Oscar Wilde,What is the 5th year of the 43th president of the United States?,2005,True
Oscar Wilde,What is the 6th year of the 43th president of the United States?,2006,True
Oscar Wilde,What is the 7th year of the 43th president of the United States?,2007,True
Oscar Wilde,What is the 8th year of the 43th president of the United States?,2008,True
Oscar Wilde,What is the 9th year of the 43th president of the United States?,2009,True
Oscar Wilde,What is the 1st year of the 44th president of the United States?,2009,True
Oscar Wilde,What is the 2nd year of the 44th president of the United States?,2010,True
Oscar Wilde,What is the 3rd year of the 44th president of the United States?,2011,True
Oscar Wilde,What is the 4th year of the 44th president of the United States?,2012,True
Oscar Wilde,What is the 5th year of the 44th president of the United States?,2013,True
Oscar Wilde,What is the 6th year of the 44th president of the United States?,2014,True
Oscar Wilde,What is the 7th year of the 44th president of the United States?,2015,True
Oscar Wilde,What is the 8th year of the 44th president of the United States?,2016,True
Oscar Wilde,What is the 9th year of the 44th president of the United States?,2017,True
Oscar Wilde,What is the 1st year of the 45th president of the United States?,2017,True
Oscar Wilde,What is the 2nd year of the 45th president of the United States?,2018,True
Oscar Wilde,What is the 3rd year of the 45th president of the United States?,2019,True
Oscar Wilde,What is the 4th year of the 45th president of the United States?,2020,True
Oscar Wilde,What is the 5th year of the 45th president of the United States?,2021,True
